"","Manufacturer","Model Year","Regulatory Class","Vehicle Type","Production (000)","Production Share","2-Cycle MPG","Real-World MPG","Real-World MPG_City","Real-World MPG_Hwy","Real-World CO2 (g/mi)","Real-World CO2_City (g/mi)","Real-World CO2_Hwy (g/mi)","Weight (lbs)","Footprint (sq. ft.)","Engine Displacement","Horsepower (HP)","Acceleration (0-60 time in seconds)","HP/Engine Displacement","HP/Weight (lbs)","Ton-MPG (Real-World)","Drivetrain - Front","Drivetrain - 4WD","Drivetrain - Rear","Transmission - Manual","Transmission - Automatic","Transmission - Lockup","Transmission - CVT (Hybrid)","Transmission - Other","Fuel Delivery - Carbureted","Fuel Delivery - Gasoline Direct Injection (GDI)","Fuel Delivery - Port Fuel Injection","Fuel Delivery - Throttle Body Injection","Fuel Delivery - Other","Powertrain - Diesel","Powertrain - Electric Vehicle (EV)","Powertrain - Plug-in Hybrid Electric Vehicle (PHEV)","Powertrain - Fuel Cell Vehicle (FCV)","Powertrain - Other (incl. CNG)","Powertrain - Gasoline Hybrid","Powertrain - Gasoline","Turbocharged Engine","Stop/Start","Cylinder Deactivation","Multivalve Engine","Variable Valve Timing","Average Number of Gears","Transmission - CVT (Non-Hybrid)","4 or Fewer Gears","5 Gears","6 Gears","7 Gears","8 Gears","9 or More Gears"
"1680","GM","2001","Truck","Truck SUV",728,0.049,18.76438,15.20341,13.48508,16.99414,584.5401,659.02487,522.94489,5191.85,0,293.6116,240.5153,9.4562,0.824383,0.046131,39.27951,0,0.722,0.278,0.007,0,0.993,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.062,0,4,0,0.993,0.007,0,0,0,0
"1681","GM","2002","Truck","Truck SUV",1181,0.076,19.44297,15.83219,13.53595,18.35265,561.32469,656.54791,484.23537,5149.1,0,282.5381,267.1447,8.978,0.95482,0.052003,40.64903,0,0.705,0.295,0.004,0,0.995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.409,0.362,4,0.001,0.976,0.022,0,0,0,0
"1682","GM","2003","Truck","Truck SUV",1131,0.075,19.14485,15.5494,13.26908,17.99456,571.53342,669.75231,493.8716,5288.021,0,286.5604,267.5191,8.9812,0.945841,0.050684,41.00112,0,0.666,0.334,0.002,0,0.984,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.412,0.367,4,0.013,0.957,0.03,0,0,0,0
"1683","GM","2004","Truck","Truck SUV",1133,0.075,19.39454,15.70167,13.35962,18.16049,565.99093,665.21328,489.35897,5308.738,0,290.6345,277.0837,8.8001,0.965743,0.052458,41.62161,0,0.675,0.325,0,0,0.995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.433,0.39,4,0.005,0.97,0.025,0,0,0,0
"1684","GM","2005","Truck","Truck SUV",829,0.054,19.47656,15.72761,13.32514,18.20351,565.05732,666.93458,488.20255,5398.334,0,292.513,285.2674,8.6639,0.985855,0.053094,42.3994,0,0.677,0.323,0,0,0.998,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.443,0.441,4,0.002,0.98,0.018,0,0,0,0
"1685","GM","2006","Truck","Truck SUV",589,0.04,20.16365,16.26404,13.77154,18.8358,546.42034,645.31656,471.81442,5100.798,0,270.8342,273.1173,8.7731,1.018955,0.053733,41.41155,0,0.748,0.252,0.005,0,0.995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.052,0.616,0.625,4.1,0,0.925,0.075,0,0,0,0
"1686","GM","2007","Truck","Truck SUV",909,0.061,20.38859,16.51714,13.76696,19.44798,538.04708,645.53104,456.96269,5574.202,0,300.6924,304.0167,8.5448,1.020099,0.054652,46.10793,0.047,0.614,0.339,0.002,0,0.998,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.473,0.276,0.435,4.4,0,0.789,0.029,0.183,0,0,0
"1687","GM","2008","Truck","Truck SUV",679,0.05,21.22426,17.1756,14.29184,20.25942,517.42019,621.82319,438.66003,5315.151,53.71997,275.2221,290.0385,8.5611,1.071111,0.054565,45.77581,0.177,0.568,0.255,0.002,0,0.986,0.012,0,0,0,1,0,0,0,0,0,0,0,0.012,0.988,0,0,0.314,0.498,0.623,4.8,0,0.587,0.015,0.386,0,0,0
"1688","GM","2009","Truck","Truck SUV",329,0.036,22.36954,18.07332,15.01107,21.36059,491.71935,592.02993,416.04646,5266.267,54.5889,259.0602,297.9995,7.9898,1.17851,0.056474,47.71747,0.351,0.432,0.217,0.001,0,0.979,0.02,0,0,0.228,0.772,0,0,0,0,0,0,0,0.02,0.98,0.001,0,0.229,0.638,0.729,5.7,0,0.127,0.013,0.84,0,0,0
"1689","GM","2010","Truck","Truck SUV",305,0.028,23.32844,18.82236,15.61013,22.28121,472.15123,569.30964,398.85629,5355.067,55.33793,260.6216,298.3936,8.0494,1.176874,0.055781,50.34276,0.361,0.474,0.165,0,0,0.996,0.004,0,0,0.627,0.373,0,0,0,0,0,0,0,0.004,0.996,0,0,0.276,0.644,0.998,6,0,0.017,0,0.979,0,0,0
"1690","GM","2011","Truck","Truck SUV",549,0.047,22.692,18.26929,15.25211,21.47392,486.44465,582.67363,413.85086,5523.028,56.61052,275.0105,318.7023,7.8375,1.197847,0.057899,50.43778,0.291,0.552,0.157,0,0,0.996,0.004,0,0,0.521,0.479,0,0,0,0,0,0,0,0.004,0.996,0,0,0.467,0.526,1,6,0,0.005,0,0.992,0,0,0
"1691","GM","2012","Truck","Truck SUV",465,0.035,23.15883,18.59716,15.51502,21.87548,477.86867,572.79986,406.25392,5395.953,56.47131,263.6068,307.2101,7.9196,1.196231,0.056995,50.19252,0.358,0.519,0.123,0,0,0.997,0.003,0,0,0.624,0.376,0,0,0,0,0,0,0,0.003,0.997,0,0,0.371,0.624,1,6,0,0,0,0.997,0,0,0
"1692","GM","2013","Truck","Truck SUV",489,0.033,23.71277,18.97552,15.85778,22.28003,468.3402,560.41887,398.87734,5336.169,55.3051,261.0698,291.1145,8.3048,1.155232,0.054017,50.54784,0.182,0.648,0.17,0,0,0.997,0.003,0,0,0.495,0.505,0,0,0,0,0,0,0,0.003,0.997,0.017,0,0.482,0.512,1,6,0,0,0,0.997,0,0,0
"1693","GM","2014","Truck","Truck SUV",453,0.03,24.75004,19.779,16.53768,23.21088,449.31499,537.37896,382.88077,5062.452,54.57539,229.3137,276.6613,8.3665,1.242996,0.054088,49.95469,0.324,0.589,0.087,0,0,1,0,0,0,0.727,0.273,0,0,0,0,0,0,0,0,1,0.041,0,0.232,0.768,1,6,0,0,0,1,0,0,0
"1694","GM","2015","Truck","Truck SUV",793,0.048,24.86719,19.93618,16.61956,23.46942,445.77243,534.7314,378.66303,5309.767,55.09598,257.2526,305.6234,8.0714,1.232901,0.05673,52.63937,0.184,0.655,0.161,0,0,1,0,0,0,0.939,0.061,0,0,0,0,0,0,0,0,1,0.061,0,0.469,0.531,1,6.2,0,0,0,0.921,0,0.079,0
"1695","GM","2016","Truck","Truck SUV",692,0.043,24.30145,19.55417,16.23916,23.11361,454.48113,547.25734,384.49207,5215.322,54.73216,252.3129,298.6598,8.1263,1.237511,0.056219,50.8744,0.178,0.665,0.157,0,0,1,0,0,0,0.917,0.083,0,0,0,0,0,0,0,0,1,0.1,0.013,0.45,0.55,1,6.3,0,0,0,0.863,0,0.137,0
"1696","GM","2017","Truck","Truck SUV",877,0.053,25.22543,20.26357,16.8088,23.98203,438.57021,528.71113,370.56917,5006.574,53.50867,237.2463,293.4075,7.9797,1.280952,0.058087,50.66226,0.276,0.62,0.104,0,0,1,0,0,0,0.941,0.059,0,0,0,0,0,0,0,0,1,0.073,0.132,0.516,0.692,1,6.4,0,0,0,0.808,0,0.192,0
"1697","GM","2018","Truck","Truck SUV",817,0.051,27.62772,21.95096,18.42799,25.65023,405.11967,482.57029,346.692,4772.186,52.54058,216.5533,285.1346,7.7553,1.44224,0.058922,52.03086,0.195,0.704,0.101,0,0,1,0,0,0,0.927,0.066,0,0.007,0.007,0,0,0,0,0,0.993,0.315,0.528,0.453,0.693,0.993,7.4,0,0,0,0.535,0,0.074,0.391
"1698","GM","2019","Truck","Truck SUV",1001,0.063,27.4884,21.79665,18.2798,25.49723,407.79565,486.25197,348.6093,4688.487,52.27144,210.9875,282.9024,7.6862,1.454856,0.059599,50.7905,0.229,0.696,0.075,0,0,1,0,0,0,0.932,0.066,0,0.002,0.002,0,0,0,0,0,0.998,0.3,0.576,0.467,0.745,0.998,7.5,0,0,0,0.496,0,0.061,0.444
"1699","GM","2020","Truck","Truck SUV",879,0.066,28.24238,22.20659,18.71403,25.84535,400.19645,474.88428,343.853,4563.187,51.97057,197.9863,274.5007,7.6108,1.502281,0.059338,50.39598,0.257,0.69,0.053,0,0,1,0,0,0,0.944,0.056,0,0,0,0,0,0,0,0,1,0.34,0.76,0.411,0.816,1,8.1,0,0,0,0.334,0,0,0.666
"1700","GM","2021","Truck","Truck SUV",913,0.067,27.31616,21.14025,18.17322,24.10971,421.12054,489.88503,369.24557,4924.969,53.65814,226.1446,295.1412,7.3433,1.431572,0.059215,51.79145,0.195,0.72,0.085,0,0,1,0,0,0,0.961,0.026,0,0.014,0.014,0,0,0,0,0,0.986,0.288,0.853,0.574,0.657,0.986,9,0,0,0,0.129,0,0,0.871
"1701","GM","Prelim. 2022","Truck","Truck SUV",0,0,27.89019,21.48596,18.62893,24.29705,414.71107,478.30472,366.7369,4896.867,52.8409,208.909,279.8481,7.7396,1.51631,0.055892,52.59995,0.15,0.753,0.097,0,0,1,0,0,0,0.98,0,0,0.02,0.02,0,0,0,0,0,0.98,0.453,0.766,0.524,0.667,0.98,8.7,0,0,0,0.225,0,0,0.775
"1702","Mercedes","2010","Car","Car SUV",11,0.001,23.8046,19.08004,16.12432,22.14194,465.77475,551.15499,401.3651,4500,46.79,213,268,7.5803,1.258216,0.059556,42.93009,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7,0,0,0,0,1,0,0
"1703","Mercedes","2011","Car","Car SUV",9,0.001,23.5236,18.89494,15.9499,21.9528,470.33749,557.18218,404.82308,4000,46.9,213,268,7.0959,1.258216,0.067,37.78989,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7,0,0,0,0,1,0,0
"1704","Mercedes","2012","Car","Car SUV",12,0.001,23.49222,19.00323,16.13303,21.94905,467.65729,550.85756,404.89217,4157.26,46.95285,213.4609,268,7.2471,1.255499,0.064659,39.53839,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7,0,0,0,0,1,0,0
"1705","Mercedes","2013","Car","Car SUV",13,0.001,28.08832,22.00229,19.1702,24.76196,403.91258,463.58408,358.89723,4500,46.93561,213.4609,302,7.0458,1.414779,0.067111,49.50579,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.333,0,1,1,7,0,0,0,0,1,0,0
"1706","Mercedes","2014","Car","Car SUV",15,0.001,27.84499,22.0829,18.81186,25.41694,402.43804,472.41465,349.64866,4500,46.9983,213.4609,302,7.0458,1.414779,0.067111,49.69197,0,0,1,0,0,1,0,0,0,0.358,0.642,0,0,0,0,0,0,0,0,1,0,1,0,1,1,7,0,0,0,0,1,0,0
"1707","Mercedes","2015","Car","Car SUV",17,0.001,27.84568,22.0836,18.81245,25.41776,402.42534,472.40002,349.63743,4500,46.98745,213.4609,302,7.0458,1.414779,0.067111,49.69355,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,7,0,0,0,0,1,0,0
"1708","Mercedes","2016","Car","Car SUV",17,0.001,32.2641,25.0936,21.7524,28.3824,354.15408,408.55262,313.11658,4000,49.78752,121.4982,241,7.0328,1.983569,0.06025,50.1872,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,9,0,0,0,0,0,0,1
"1709","Mercedes","2017","Car","Car SUV",24,0.001,33.31202,26.13885,22.34544,29.97801,339.99201,397.7097,296.45059,3842.838,48.28277,121.4982,230.6273,7.1933,1.898195,0.059992,50.1932,0.314,0,0.686,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,8.4,0,0,0,0,0.314,0,0.686
"1710","Mercedes","2018","Car","Car SUV",42,0.003,33.44893,26.23089,22.44909,30.04974,338.79908,395.87349,295.74294,3837.385,48.20504,121.4982,230.2674,7.1989,1.895233,0.059983,50.30525,0.325,0,0.675,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,8.3,0,0,0,0,0.325,0,0.675
"1711","Mercedes","2019","Car","Car SUV",40,0.003,32.97698,25.76956,22.38396,29.08862,344.86427,397.0254,305.51465,3854.187,48.36471,121.4982,231.3763,7.1817,1.90436,0.06001,49.66289,0.292,0,0.708,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,8.4,0,0,0,0,0.292,0,0.708
"1712","Mercedes","2020","Car","Car SUV",36,0.003,33.69791,26.32342,22.41601,30.30903,337.60814,396.45763,293.21292,3907.036,48.52248,121.4982,246.2614,6.9711,2.026873,0.062947,51.44486,0.44,0,0.56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,8.4,0,0,0,0,0.186,0.254,0.56
"1713","Mercedes","2021","Car","Car SUV",44,0.003,34.21348,26.83591,22.84286,30.91235,331.16069,389.0494,287.49027,4000,48.60182,121.4982,237.5038,7.2057,1.954793,0.059376,53.76041,0.515,0,0.485,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,8.5,0,0,0,0,0,0.515,0.485
"1714","Mercedes","Prelim. 2022","Car","Car SUV",0,0,33.91644,25.8482,22.43742,29.19634,343.81505,396.07948,304.3875,4000,48.81848,121.4982,240.4425,7.136,1.97898,0.060111,51.98724,0.428,0,0.572,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,8.6,0,0,0,0,0,0.428,0.572
"1715","Mercedes","2016","Truck","Minivan/Van",9,0.001,29.81803,22.3883,20.77834,23.77818,396.94832,427.70494,373.74595,4734.335,57.2,121.4982,208,9.2937,1.71196,0.044056,52.96116,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,7,0,0,0,0,1,0,0
"1716","Mercedes","2017","Truck","Minivan/Van",5,0,29.8735,22.4671,20.84327,23.86997,395.55624,426.37265,372.30876,4702.475,57.2,121.4982,208,9.2587,1.71196,0.04435,52.7907,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,7,0,0,0,0,1,0,0
"1717","Mercedes","2018","Truck","Minivan/Van",8,0,28.32588,21.54017,19.56753,23.31317,412.57796,454.17086,381.20086,4832.828,57.56552,121.4982,208,9.402,1.71196,0.043145,52.0217,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,7,0,0,0,0,1,0,0
"1718","Mercedes","2019","Truck","Minivan/Van",4,0,28.83917,21.8858,19.93791,23.62717,406.06238,445.73381,376.13481,4718.815,57.98,121.4982,208,9.2767,1.71196,0.044199,51.60692,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,7,0,0,0,0,1,0,0
"1719","Mercedes","2020","Truck","Minivan/Van",18,0.001,29.62322,22.44489,20.50558,24.16926,395.94766,433.39428,367.69846,4522.588,57.51855,121.4982,208,9.0609,1.71196,0.046013,50.74985,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,7,0,0,0,0,1,0,0
"1720","Mercedes","2021","Truck","Minivan/Van",3,0,27.96419,20.74475,18.38019,22.9744,428.39761,483.50975,386.82178,4630.81,58.57654,121.4982,208,8.6512,1.71196,0.045013,48.00694,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,9,0,0,0,0,0,0,1
"1721","Mercedes","Prelim. 2022","Truck","Minivan/Van",0,0,28.31994,21.56237,19.49758,23.43455,412.15312,455.8002,379.22638,4511.879,59.2013,121.4982,208,8.5279,1.71196,0.046112,48.6475,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,9,0,0,0,0,0,0,1
"1722","Mercedes","1975","Car","Sedan/Wagon",45,0.005,17.27103,14.70973,13.534,16.45708,623.74563,677.26478,558.33335,3933.828,0,205.276,123.7352,0,0.587201,0.030641,30.79652,0,0,1,0.095,0.905,0,0,0,0.269,0,0.384,0,0.347,0.347,0,0,0,0,0,0.653,0,0,0,0,0,0,0,0.095,0,0,0,0,0
"1723","Mercedes","1976","Car","Sedan/Wagon",43,0.004,18.62357,15.85461,14.68386,17.56643,590.0952,635.89943,534.11226,3924.366,0,195.6039,110.4482,0,0.549966,0.027698,33.17038,0,0,1,0.053,0.947,0,0,0,0.236,0,0.269,0,0.495,0.495,0,0,0,0,0,0.505,0,0,0,0,0,3,0,1,0,0,0,0,0
"1724","Mercedes","1977","Car","Sedan/Wagon",49,0.003,19.20071,16.31644,15.4407,17.53174,573.24155,604.83885,534.62262,3930.585,0,199.3473,116.5679,0,0.570863,0.029097,34.07121,0,0,1,0.096,0.904,0,0,0,0.027,0,0.481,0,0.492,0.492,0,0,0,0,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0
"1725","Mercedes","1978","Car","Sedan/Wagon",47,0.003,18.67873,15.89801,14.7354,17.59472,588.60043,633.70735,533.46974,3971.459,0,208.4554,128.4329,15.4767,0.606372,0.03192,33.82405,0,0,1,0.063,0.937,0,0,0,0.012,0,0.489,0,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,3.6,0,1,0,0,0,0,0
"1726","Mercedes","1979","Car","Sedan/Wagon",56,0.004,20.47754,17.41057,16.36649,18.88286,548.03095,581.32086,507.34329,3949.518,0,203.3763,118.6649,16.5521,0.568891,0.029576,37.06539,0,0,1,0.081,0.919,0,0,0,0,0,0.347,0,0.653,0.653,0,0,0,0,0,0.347,0,0,0,0,0,3.7,0,1,0,0,0,0,0
"1727","Mercedes","1980","Car","Sedan/Wagon",52,0.005,23.91715,20.30241,19.46444,21.43001,480.32762,500.32636,455.8847,3780.852,0,195.4661,101.5791,17.7627,0.511566,0.026632,39.3929,0,0,1,0.092,0.908,0,0,0,0,0,0.253,0,0.747,0.747,0,0,0,0,0,0.253,0,0,0,0,0,3.8,0,1,0,0,0,0,0
"1728","Mercedes","1981","Car","Sedan/Wagon",54,0.005,25.58651,21.69525,21.1004,22.46945,451.06904,463.06581,436.40633,3747.266,0,184.1572,103.2452,17.4025,0.550834,0.02724,41.74532,0,0,1,0.105,0.895,0,0,0,0,0,0.231,0,0.769,0.769,0,0,0,0,0,0.231,0,0,0,0,0,4,0,1,0,0,0,0,0
"1729","Mercedes","1982","Car","Sedan/Wagon",63,0.007,26.26567,22.2821,21.5411,23.26003,440.397,455.27662,422.21079,3889.729,0,185.4689,115.4543,17.5018,0.612998,0.029391,44.63671,0,0,1,0.09,0.91,0,0,0,0,0,0.204,0,0.796,0.796,0,0,0,0,0,0.204,0,0,0,0,0,4,0,1,0,0,0,0,0
"1730","Mercedes","1983","Car","Sedan/Wagon",136,0.014,26.40742,22.42561,21.37506,23.85883,417.22497,437.28725,392.70441,3477.815,0,167.4471,107.2507,15.72,0.638355,0.030792,39.68241,0.478,0,0.522,0.036,0.964,0,0,0,0.289,0,0.117,0.189,0.405,0.405,0,0,0,0,0,0.595,0,0,0,0,0,3.5,0,1,0,0,0,0,0
"1731","Mercedes","1984","Car","Sedan/Wagon",171,0.012,25.98786,22.08689,20.85991,23.79774,415.05523,439.1158,385.64787,3329.512,0,166.1699,113.9979,14.4997,0.694444,0.034281,37.40616,0.544,0,0.456,0.028,0.972,0,0,0,0.331,0,0.292,0.127,0.25,0.25,0,0,0,0,0,0.75,0,0,0,0,0,3.5,0,0.972,0.028,0,0,0,0
"1732","Mercedes","1985","Car","Sedan/Wagon",92,0.007,23.09705,19.62952,18.55403,21.12623,474.22045,501.36782,441.04034,3699.926,0,195.4342,134.0871,13.4218,0.702698,0.036368,37.25677,0,0,1,0.032,0.968,0,0,0,0,0,0.611,0,0.389,0.389,0,0,0,0,0,0.611,0,0,0,0,0,4,0,0.968,0.032,0,0,0,0
"1733","Mercedes","1986","Car","Sedan/Wagon",86,0.006,21.10771,17.90609,16.56237,19.81991,500.18377,540.60801,452.07244,3686.085,0,225.71,180.494,10.4546,0.829618,0.048423,33.53906,0,0,1,0.039,0.961,0,0,0,0,0,0.922,0,0.078,0.078,0,0,0,0,0,0.922,0,0,0,0.015,0,4,0,0.961,0.039,0,0,0,0
"1734","Mercedes","1987","Car","Sedan/Wagon",111,0.008,22.03109,18.61285,17.27156,20.45304,488.62345,526.28817,444.99082,3647.985,0,218.0986,176.3154,10.711,0.838857,0.048075,34.86077,0,0,1,0.012,0.988,0,0,0,0,0,0.79,0,0.21,0.21,0,0,0,0,0,0.79,0,0,0,0.009,0,4,0,0.988,0.012,0,0,0,0
"1735","Mercedes","1988","Car","Sedan/Wagon",78,0.005,21.1031,17.78644,16.34946,19.74792,499.99898,543.93549,450.34704,3650.437,0,218.4822,182.3788,10.5794,0.87486,0.049625,32.79605,0,0,1,0.005,0.995,0,0,0,0,0,0.992,0,0.008,0.008,0,0,0,0,0,0.992,0,0,0,0,0,4,0,0.995,0.005,0,0,0,0
"1736","Mercedes","1989","Car","Sedan/Wagon",80,0.006,21.22833,17.82522,16.3736,19.75411,498.75634,542.97184,450.05791,3743.152,0,215.2756,185.6439,10.1733,0.900694,0.049473,33.76664,0,0,1,0.004,0.996,0,0,0,0,0,0.996,0,0.004,0.004,0,0,0,0,0,0.996,0,0,0,0,0,4,0,0.996,0.004,0,0,0,0
"1737","Mercedes","1990","Car","Sedan/Wagon",58,0.005,21.22828,17.79946,16.10238,20.07665,501.03678,553.80566,444.24736,3828.799,0,204.3323,190.0228,9.6062,0.952471,0.049323,34.33603,0,0.009,0.991,0.006,0.994,0,0,0,0,0,0.965,0,0.035,0.035,0,0,0,0,0,0.965,0,0,0,0.132,0,4,0,0.952,0.048,0,0,0,0
"1738","Mercedes","1991","Car","Sedan/Wagon",74,0.006,22.18195,18.56758,16.53355,21.32659,482.9494,542.23073,420.61287,3836.136,0,204.1876,187.6179,9.919,0.936531,0.048371,36.08452,0,0.016,0.984,0.028,0.972,0,0,0,0,0,0.918,0,0.082,0.082,0,0,0,0,0,0.918,0,0,0,0.159,0,4.1,0,0.927,0.073,0,0,0,0
"1739","Mercedes","1992","Car","Sedan/Wagon",65,0.005,21.75713,18.17669,16.05035,21.039,492.09695,557.17504,425.26821,3995.72,0,205.9127,213.3341,9.3006,1.023469,0.052429,36.66612,0,0.033,0.967,0.004,0.996,0,0,0,0,0,0.939,0,0.061,0.061,0,0,0,0,0,0.939,0,0,0,0.359,0,4.1,0,0.896,0.104,0,0,0,0
"1740","Mercedes","1993","Car","Sedan/Wagon",59,0.005,22.74283,18.92394,16.69003,21.85511,469.61674,532.47349,406.63267,4147.069,0,205.7013,216.2402,8.7333,1.043404,0.051476,39.43296,0,0.011,0.989,0.016,0.984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.656,0,4.1,0,0.882,0.118,0,0,0,0
"1741","Mercedes","1994","Car","Sedan/Wagon",59,0.004,23.56635,19.5682,17.06533,22.84873,454.81117,521.51739,389.50936,4099.017,0,209.8493,228.4332,8.1961,1.09491,0.055502,40.22186,0,0,1,0,1,0,0,0,0,0,0.988,0,0.012,0.012,0,0,0,0,0,0.988,0,0,0,0.988,0,4.1,0,0.921,0.079,0,0,0,0
"1742","Mercedes","1995","Car","Sedan/Wagon",100,0.007,24.54611,20.29569,17.66053,23.67041,440.49973,506.16775,377.75574,4082.009,0,202.5867,217.9633,8.7871,1.079757,0.052925,41.76096,0,0,1,0,1,0,0,0,0,0,0.944,0,0.056,0.056,0,0,0,0,0,0.944,0,0,0,0.996,0,4.1,0,0.867,0.133,0,0,0,0
"1743","Mercedes","1996","Car","Sedan/Wagon",62,0.005,25.16388,20.7918,17.78604,24.6886,429.32812,501.8271,361.61665,4016.454,0,194.0091,199.9279,9.5921,1.026931,0.048898,42.01917,0,0,1,0,0.835,0.165,0,0,0,0,0.957,0,0.043,0.043,0,0,0,0,0,0.957,0.043,0,0,1,0,4.3,0,0.696,0.304,0,0,0,0
"1744","Mercedes","1997","Car","Sedan/Wagon",102,0.007,24.98704,20.63856,17.40245,24.85786,431.81912,512.06334,358.5748,4013.587,0,208.3025,225.1008,8.5297,1.082374,0.05565,41.58531,0,0,1,0,0,1,0,0,0,0,0.974,0,0.026,0.026,0,0,0,0,0,0.974,0,0,0,1,0,5,0,0,1,0,0,0,0
"1745","Mercedes","1998","Car","Sedan/Wagon",112,0.008,27.04653,22.18881,18.76231,26.50011,401.88115,475.26595,336.50795,3878.153,0,190.5736,212.8497,8.9293,1.123611,0.054352,43.26608,0,0,1,0,0,1,0,0,0,0,0.97,0,0.03,0.03,0,0,0,0,0,0.97,0.03,0,0,1,0,5,0,0,1,0,0,0,0
"1746","Mercedes","1999","Car","Sedan/Wagon",148,0.01,26.28772,21.50476,18.17027,25.58924,414.77064,490.87469,348.57668,3879.585,0,197.3525,222.9132,8.4609,1.150122,0.057403,41.89781,0,0,1,0.018,0,0.982,0,0,0,0,0.967,0,0.033,0.033,0,0,0,0,0,0.967,0.033,0,0,1,0,5,0,0,1,0,0,0,0
"1747","Mercedes","2000","Car","Sedan/Wagon",143,0.009,24.94569,20.37646,17.17258,24.21356,436.14056,517.51094,367.02581,4017.768,0,221.1654,242.4735,7.8406,1.122005,0.060046,41.05767,0,0,1,0.005,0,0.995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.002,5,0,0,1,0,0,0,0
"1748","Mercedes","2001","Car","Sedan/Wagon",153,0.01,24.8622,20.25004,17.0078,24.05332,438.86325,522.52493,369.47077,3940.982,0,222.7845,240.6548,7.6863,1.09224,0.060773,39.95133,0,0.066,0.934,0.022,0,0.978,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.044,5,0,0,0.978,0.022,0,0,0
"1749","Mercedes","2002","Car","Sedan/Wagon",164,0.011,24.61086,19.95043,16.82958,23.47549,445.45396,528.05818,378.56499,3886.698,0,207.9066,229.3922,8.0687,1.121972,0.058617,38.80895,0,0.056,0.944,0.03,0,0.97,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.131,5,0,0,0.97,0.03,0,0,0
"1750","Mercedes","2003","Car","Sedan/Wagon",209,0.014,24.40876,19.75119,16.55128,23.31654,449.94747,536.93731,381.14568,3919.952,0,220.3994,247.6569,7.6936,1.160745,0.062616,38.99202,0,0.028,0.972,0.007,0,0.993,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.108,5,0,0,0.993,0.007,0,0,0
"1751","Mercedes","2004","Car","Sedan/Wagon",152,0.01,24.48357,19.75279,16.4873,23.3206,449.91121,539.02094,381.07932,3949.198,0,213.4028,243.3851,7.7789,1.186461,0.06104,39.33209,0,0.185,0.815,0.01,0,0.99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.011,0,0,1,0.163,5.5,0,0,0.762,0.01,0.228,0,0
