"","Manufacturer","Model Year","Regulatory Class","Vehicle Type","Production (000)","Production Share","2-Cycle MPG","Real-World MPG","Real-World MPG_City","Real-World MPG_Hwy","Real-World CO2 (g/mi)","Real-World CO2_City (g/mi)","Real-World CO2_Hwy (g/mi)","Weight (lbs)","Footprint (sq. ft.)","Engine Displacement","Horsepower (HP)","Acceleration (0-60 time in seconds)","HP/Engine Displacement","HP/Weight (lbs)","Ton-MPG (Real-World)","Drivetrain - Front","Drivetrain - 4WD","Drivetrain - Rear","Transmission - Manual","Transmission - Automatic","Transmission - Lockup","Transmission - CVT (Hybrid)","Transmission - Other","Fuel Delivery - Carbureted","Fuel Delivery - Gasoline Direct Injection (GDI)","Fuel Delivery - Port Fuel Injection","Fuel Delivery - Throttle Body Injection","Fuel Delivery - Other","Powertrain - Diesel","Powertrain - Electric Vehicle (EV)","Powertrain - Plug-in Hybrid Electric Vehicle (PHEV)","Powertrain - Fuel Cell Vehicle (FCV)","Powertrain - Other (incl. CNG)","Powertrain - Gasoline Hybrid","Powertrain - Gasoline","Turbocharged Engine","Stop/Start","Cylinder Deactivation","Multivalve Engine","Variable Valve Timing","Average Number of Gears","Transmission - CVT (Non-Hybrid)","4 or Fewer Gears","5 Gears","6 Gears","7 Gears","8 Gears","9 or More Gears"
"610","Mazda","1999","Truck","Pickup",44,0.003,24.04145,19.52939,17.16686,22.17475,455.0578,517.68364,400.77122,3664.177,0,176.5882,133.5738,11.8278,0.762738,0.036387,36.15149,0,0.202,0.798,0.534,0,0.466,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.7,0,0.345,0.655,0,0,0,0
"611","Mazda","2000","Truck","Pickup",32,0.002,23.7789,19.25178,16.9121,21.80581,461.61966,525.48169,407.55195,3637.557,0,177.1705,138.669,11.078,0.787083,0.038131,35.37055,0,0.175,0.825,0.481,0,0.519,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.6,0,0.419,0.581,0,0,0,0
"612","Mazda","2001","Truck","Pickup",27,0.002,23.0793,18.64752,16.31051,21.15536,476.57812,544.86332,420.0826,3617.315,0,179.9268,147.4748,10.3725,0.821609,0.040643,34.01913,0,0.144,0.856,0.408,0,0.592,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.127,0,5,0,0.041,0.959,0,0,0,0
"613","Mazda","2002","Truck","Pickup",22,0.001,23.53298,18.90015,16.60512,21.27595,470.20803,535.19627,417.70163,3733.648,0,178.0076,151.0547,10.5676,0.857689,0.04043,35.71306,0,0.161,0.839,0.354,0,0.646,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.306,0,5,0,0,1,0,0,0,0
"614","Mazda","2003","Truck","Pickup",19,0.001,24.86676,19.82155,17.47809,22.16714,448.3505,508.46514,400.90865,3720.065,0,170.9864,149.8392,10.4788,0.890008,0.040271,37.35818,0,0.083,0.917,0.403,0,0.597,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.447,0,5,0,0,1,0,0,0,0
"615","Mazda","2004","Truck","Pickup",10,0.001,25.0317,19.89909,17.41721,22.35756,446.60325,510.24234,397.49417,3698.751,0,170.9427,152.59,10.3518,0.907847,0.041183,37.30775,0,0.139,0.861,0.44,0,0.56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.511,0,5,0,0,1,0,0,0,0
"616","Mazda","2005","Truck","Pickup",6,0,24.95412,19.76153,17.26421,22.18213,449.7122,514.76424,400.63784,3698.646,0,170.2719,152.5858,10.3558,0.9117,0.041174,37.0163,0,0.168,0.832,0.339,0,0.661,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.533,0,5,0,0,1,0,0,0,0
"617","Mazda","2006","Truck","Pickup",4,0,26.02241,20.60746,17.88113,23.28582,431.25161,497.00437,381.64865,3642.587,0,161.0054,150.3048,10.3999,0.948624,0.041197,37.95309,0,0.109,0.891,0.42,0,0.58,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.668,0,5,0,0,1,0,0,0,0
"618","Mazda","2007","Truck","Pickup",3,0,26.163,20.6646,18.07437,23.16946,430.05918,491.69062,383.56529,3627.549,0,156.8353,149.4511,10.4755,0.96747,0.04117,37.93097,0,0.083,0.917,0.46,0,0.54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.726,0.726,5,0,0,1,0,0,0,0
"619","Mazda","2008","Truck","Pickup",2,0,26.33093,20.75574,18.25833,23.14386,428.17081,486.73672,383.98951,3597.844,45.93557,159.9504,155.1423,10.2919,0.987334,0.042893,37.88236,0,0.182,0.818,0.474,0,0.526,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.804,0.804,5,0,0,1,0,0,0,0
"620","Mazda","2009","Truck","Pickup",1,0,28.50288,22.25646,19.94331,24.39061,399.29973,445.6132,364.3615,3545.455,45.37909,149.4545,148.8182,10.2346,1.005695,0.041847,40.17089,0,0.091,0.909,0.473,0,0.527,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.909,0.909,5,0,0,1,0,0,0,0
"621","Mazda","1975","Car","Sedan/Wagon",65,0.006,17.10757,14.58572,13.26747,16.60184,609.29445,669.8337,535.30204,2812.244,0,139.7769,114.8468,0,0.809614,0.040362,20.9343,0,0,1,0.613,0.387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.613,0,0,0,0,0
"622","Mazda","1976","Car","Sedan/Wagon",35,0.003,21.92469,18.68849,17.03181,21.21006,475.53324,521.78835,418.99922,2852.653,0,140.4018,114.8947,0,0.8007,0.039655,27.23625,0,0,1,0.515,0.485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0
"623","Mazda","1977","Car","Sedan/Wagon",51,0.004,29.33671,24.96046,23.26718,27.39738,356.04318,381.95427,324.37407,2524.778,0,105.3303,78.9397,0,0.721918,0.03008,32.37696,0,0,1,0.807,0.193,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"624","Mazda","1978","Car","Sedan/Wagon",75,0.005,35.52128,30.15514,28.90684,31.83541,294.70929,307.43586,279.1546,2269.028,0,80.3972,54.1195,17.9383,0.667811,0.02367,34.66254,0,0,1,0.752,0.248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,0,0.248,0.752,0,0,0,0
"625","Mazda","1979","Car","Sedan/Wagon",123,0.009,25.63366,21.85867,19.83617,24.97044,406.56636,448.02002,355.90077,2553.769,0,112.9117,91.7479,14.7273,0.798084,0.035361,28.84881,0,0,1,0.802,0.198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.3,0,0.536,0.464,0,0,0,0
"626","Mazda","1980","Car","Sedan/Wagon",179,0.016,26.01845,22.1758,20.22064,25.14771,400.75224,439.50147,353.39207,2558.682,0,112.373,78.3664,16.061,0.703122,0.030499,29.16249,0,0,1,0.79,0.21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.4,0,0.378,0.622,0,0,0,0
"627","Mazda","1981","Car","Sedan/Wagon",174,0.017,31.07263,26.42112,24.81132,28.69678,336.35969,358.18332,309.68637,2448.511,0,111.4486,76.5398,15.7567,0.692165,0.031516,32.91204,0.356,0,0.644,0.782,0.218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,0,0.325,0.675,0,0,0,0
"628","Mazda","1982","Car","Sedan/Wagon",183,0.019,29.38664,24.99413,23.38647,27.28675,355.56349,380.00609,325.6892,2522.581,0,116.0047,78.9192,16.8161,0.683132,0.031409,32.31482,0.297,0,0.703,0.756,0.244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.4,0,0.315,0.685,0,0,0,0
"629","Mazda","1983","Car","Sedan/Wagon",158,0.016,28.86409,24.5849,22.63078,27.48563,361.4821,392.69529,323.33264,2493.315,0,119.0859,84.6217,14.4615,0.712919,0.033915,32.03631,0.586,0,0.414,0.782,0.218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,0,0.265,0.735,0,0,0,0
"630","Mazda","1984","Car","Sedan/Wagon",170,0.012,30.03016,25.59263,23.39083,28.91982,347.44818,380.14845,307.48118,2548.209,0,117.7092,84.6495,14.683,0.719974,0.033181,33.79124,0.749,0,0.251,0.704,0.275,0.021,0,0,0.94,0,0,0.054,0.006,0.006,0,0,0,0,0,0.994,0,0,0,0,0,4.4,0,0.338,0.662,0,0,0,0
"631","Mazda","1985","Car","Sedan/Wagon",221,0.016,29.67281,25.28988,23.09452,28.6144,351.59434,385.01154,310.75109,2546.579,0,118.0271,84.6409,14.5039,0.718543,0.033217,33.40245,0.724,0,0.276,0.68,0.285,0.034,0,0,0.956,0,0.039,0,0.006,0.006,0,0,0,0,0,0.994,0,0,0,0,0,4.4,0,0.36,0.64,0,0,0,0
"632","Mazda","1986","Car","Sedan/Wagon",228,0.015,29.41638,24.98897,22.63856,28.51419,355.63694,392.56029,311.66942,2693.095,0,121.6598,102.3162,12.7446,0.835925,0.037678,34.13858,0.762,0,0.238,0.644,0.317,0.039,0,0,0.015,0,0.985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.3,0,0.404,0.596,0,0,0,0
"633","Mazda","1987","Car","Sedan/Wagon",216,0.015,29.20543,24.73318,22.20166,28.50727,359.31491,400.28547,311.74507,2715.668,0,122.19,104.4024,12.8181,0.846632,0.038012,34.0655,0.763,0,0.237,0.621,0.153,0.226,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.4,0,0.403,0.597,0,0,0,0
"634","Mazda","1988","Car","Sedan/Wagon",279,0.019,28.42671,23.98438,21.51681,27.56249,370.53277,413.02583,322.43099,2870.296,0,128.827,113.2654,12.6018,0.875281,0.038998,34.64216,0.756,0,0.244,0.543,0.006,0.451,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.507,0,4.5,0,0.513,0.487,0,0,0,0
"635","Mazda","1989","Car","Sedan/Wagon",219,0.016,29.45544,24.73892,22.23875,28.24197,359.23159,399.6178,314.67347,2857.314,0,125.3466,108.0961,12.5451,0.858029,0.037392,35.45815,0.862,0,0.138,0.472,0.004,0.525,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.58,0,4.4,0,0.599,0.401,0,0,0,0
"636","Mazda","1990","Car","Sedan/Wagon",252,0.021,29.9116,25.0359,22.34356,28.76874,354.97026,397.7432,308.91164,2869.85,0,122.7106,114.2833,11.2071,0.93516,0.039616,36.05474,0.672,0.007,0.321,0.548,0,0.452,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.725,0,4.5,0,0.452,0.548,0,0,0,0
"637","Mazda","1991","Car","Sedan/Wagon",240,0.02,30.18642,25.16418,22.4041,28.90493,353.16068,396.66849,307.45625,2865.582,0,122.4657,112.9198,11.3921,0.927202,0.039277,36.19732,0.752,0.001,0.247,0.514,0,0.486,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.733,0,4.5,0,0.486,0.514,0,0,0,0
"638","Mazda","1992","Car","Sedan/Wagon",212,0.018,30.50012,25.30253,22.57484,28.87622,351.22975,393.66843,307.7619,2898.366,0,120.8056,118.5412,11.0516,0.976406,0.040389,36.63498,0.728,0,0.272,0.452,0,0.548,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.834,0,4.5,0,0.548,0.452,0,0,0,0
"639","Mazda","1993","Car","Sedan/Wagon",290,0.023,30.05792,24.87249,22.00185,28.60703,357.30245,403.92064,310.65793,2889.551,0,124.7402,123.2308,10.0759,0.986895,0.042405,36.21443,0.836,0,0.164,0.437,0,0.563,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.792,0,4.4,0,0.563,0.437,0,0,0,0
"640","Mazda","1994","Car","Sedan/Wagon",258,0.019,30.29883,24.98103,21.994,28.80278,355.74999,404.06479,308.54656,2877.15,0,122.834,119.3632,10.177,0.973915,0.041396,36.20284,0.798,0,0.202,0.359,0,0.641,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.987,0,4.4,0,0.641,0.359,0,0,0,0
"641","Mazda","1995","Car","Sedan/Wagon",272,0.019,30.59647,25.1824,21.85003,29.47687,352.90525,406.72711,301.49066,2981.212,0,119.678,123.3303,10.6664,1.028146,0.040986,37.8098,0.897,0,0.103,0.256,0,0.744,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.995,0,4.3,0,0.744,0.256,0,0,0,0
"642","Mazda","1996","Car","Sedan/Wagon",175,0.014,31.4709,25.75533,22.39178,29.94805,345.05481,396.88668,296.74722,2895.248,0,115.2244,117.6971,11.2348,1.019089,0.040562,37.64604,0.891,0,0.109,0.306,0,0.694,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.3,0,0.694,0.306,0,0,0,0
"643","Mazda","1997","Car","Sedan/Wagon",175,0.012,30.80384,25.11996,21.81107,29.14292,353.78239,407.45373,304.94547,2914.356,0,115.6911,118.6981,11.195,1.022374,0.040597,36.8141,0.894,0,0.106,0.282,0,0.718,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.3,0,0.718,0.282,0,0,0,0
"644","Mazda","1998","Car","Sedan/Wagon",165,0.012,29.95961,24.35268,21.11422,28.19508,364.92903,420.90123,315.19685,3017.585,0,118.1194,124.9985,11.4511,1.050168,0.040926,36.85928,1,0,0,0.167,0,0.833,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.2,0,0.833,0.167,0,0,0,0
"645","Mazda","1999","Car","Sedan/Wagon",212,0.014,30.17776,24.36934,21.28593,27.86771,364.6795,417.50575,318.89956,2925.695,0,118.3716,128.5508,10.8067,1.08879,0.044063,35.69209,1,0,0,0.236,0,0.764,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.3,0,0.764,0.222,0.014,0,0,0
"646","Mazda","2000","Car","Sedan/Wagon",190,0.012,30.0257,24.1325,21.09856,27.47614,368.25864,421.21355,323.44431,2955.086,0,118.053,128.7726,10.4123,1.091972,0.043496,35.72253,0.915,0,0.085,0.202,0,0.798,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.2,0,0.798,0.187,0.016,0,0,0
"647","Mazda","2001","Car","Sedan/Wagon",135,0.009,29.30588,23.49263,20.45108,26.78764,378.28881,434.54915,331.75743,3035.512,0,123.0608,135.2325,10.0335,1.097595,0.044364,35.72686,0.866,0,0.134,0.2,0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.3,0,0.8,0.148,0.052,0,0,0
"648","Mazda","2002","Car","Sedan/Wagon",181,0.012,29.55053,23.5601,20.53623,26.74109,377.20557,432.74731,332.33496,3075.766,0,126.6374,137.9002,10.0286,1.088266,0.044738,36.29173,0.925,0,0.075,0.223,0,0.777,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.2,0,0.777,0.196,0.027,0,0,0
"649","Mazda","2003","Car","Sedan/Wagon",152,0.01,29.95456,23.78377,20.62923,27.04989,373.6582,430.79648,328.54107,3160.194,0,134.1075,151.6677,9.4697,1.126986,0.047743,37.61062,0.918,0,0.082,0.291,0,0.709,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.361,4.4,0,0.594,0.378,0.028,0,0,0
"650","Mazda","2004","Car","Sedan/Wagon",199,0.013,27.98081,22.28092,19.03935,25.65292,398.86139,466.77002,346.43233,3292.425,0,151.5328,184.402,8.4204,1.218399,0.055752,36.91123,0.764,0,0.236,0.328,0,0.672,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.02,0,0,0.823,0.807,4.6,0,0.501,0.361,0.138,0,0,0
"651","Mazda","2005","Car","Sedan/Wagon",176,0.011,29.46354,23.26105,19.95503,26.5835,382.05501,445.35137,334.30512,3237.805,0,135.7916,171.4746,8.771,1.32907,0.052899,37.83675,0.877,0,0.123,0.25,0,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.008,0,0,0.9,0.9,4.5,0,0.638,0.183,0.179,0,0,0
"652","Mazda","2006","Car","Sedan/Wagon",210,0.014,30.31222,23.94297,20.39752,27.55629,371.17374,435.69014,322.50348,3215.617,0,138.4333,171.8628,8.64,1.267456,0.053428,38.62559,0.838,0.033,0.129,0.288,0,0.712,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.033,0,0,0.969,0.873,5,0,0.253,0.469,0.278,0,0,0
"653","Mazda","2007","Car","Sedan/Wagon",207,0.014,31.02097,24.45399,20.87968,28.08031,363.41711,425.62922,316.48516,3193.914,0,133.8025,165.3953,8.9698,1.25733,0.051858,39.16582,0.898,0.01,0.092,0.222,0,0.778,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.038,0,0,0.972,0.972,4.9,0,0.309,0.527,0.164,0,0,0
"654","Mazda","2008","Car","Sedan/Wagon",191,0.014,31.96299,25.15415,21.47259,28.89097,353.3016,413.87651,307.60473,3132.502,43.01556,130.7744,161.6856,9.0744,1.245494,0.05173,39.47083,0.905,0,0.095,0.222,0,0.778,0,0,0,0.042,0.958,0,0,0,0,0,0,0,0,1,0.042,0,0,0.989,0.989,4.8,0,0.342,0.522,0.136,0,0,0
"655","Mazda","2009","Car","Sedan/Wagon",94,0.01,31.23461,24.67233,20.89668,28.56599,360.20104,425.28295,311.10417,3292.237,44.95046,143.5363,175.4967,8.6604,1.250483,0.052991,40.69389,0.923,0,0.077,0.189,0,0.811,0,0,0,0.03,0.97,0,0,0,0,0,0,0,0,1,0.03,0,0,0.968,0.968,4.9,0,0.291,0.481,0.227,0,0,0
"656","Mazda","2010","Car","Sedan/Wagon",212,0.019,33.42717,26.30099,22.26434,30.46827,337.89599,399.15844,291.68046,3245.549,44.05839,138.3754,163.5392,8.9735,1.191713,0.050352,42.74044,0.961,0,0.039,0.168,0,0.832,0,0,0,0.026,0.974,0,0,0,0,0,0,0,0,1,0.026,0,0,0.994,0.994,5.1,0,0,0.861,0.139,0,0,0
"657","Mazda","2011","Car","Sedan/Wagon",147,0.012,34.46358,26.74653,22.91236,30.61084,332.26734,387.86929,290.32201,3127.316,43.46453,130.3315,153.7635,9.2973,1.184718,0.048908,41.79596,0.958,0,0.042,0.154,0,0.846,0,0,0,0.021,0.979,0,0,0,0,0,0,0,0,1,0.021,0,0,0.995,0.995,5,0,0.096,0.795,0.109,0,0,0
"658","Mazda","2012","Car","Sedan/Wagon",206,0.016,37.78143,29.11001,24.7585,33.55967,305.29018,358.94744,264.81189,3089.133,43.7666,127.9405,156.5178,8.9939,1.225208,0.050505,45.34119,0.968,0,0.032,0.137,0,0.863,0,0,0,0.485,0.515,0,0,0,0,0,0,0,0,1,0.024,0,0,1,1,5.5,0,0.065,0.403,0.532,0,0,0
"659","Mazda","2013","Car","Sedan/Wagon",136,0.009,38.9412,29.86881,25.51668,34.27949,297.53444,348.28196,259.25123,2997.372,43.09013,122.3309,153.3085,9.0004,1.248876,0.05085,45.21895,0.958,0,0.042,0.159,0,0.841,0,0,0,0.576,0.424,0,0,0,0,0,0,0,0,1,0.033,0,0,1,1,5.5,0,0.097,0.281,0.622,0,0,0
"660","Honda","1994","Car","Car SUV",9,0.001,20.42981,16.83283,15.51015,18.35071,527.95649,572.97959,484.28652,4000,0,183.31,160.596,10.5257,0.870724,0.040149,33.66716,1,0,0,0.548,0,0.452,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.738,0,4.5,0,0.452,0.548,0,0,0,0
"661","Honda","1996","Car","Car SUV",9,0.001,19.91108,16.34706,14.77223,18.1426,543.64529,601.60164,489.84161,4000,0,188.4876,181.463,10.1873,0.958208,0.045366,32.83288,0,0,1,0.172,0,0.828,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.878,0,4.2,0,0.828,0.172,0,0,0,0
"662","Honda","1997","Car","Car SUV",7,0.001,19.42725,15.92153,14.28619,17.76754,558.17488,622.06941,500.18174,4000,0,193,190,9.8466,0.984456,0.0475,31.84489,0,0,1,0.053,0,0.947,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.1,0,0.947,0.053,0,0,0,0
"663","Honda","1998","Car","Car SUV",28,0.002,25.07413,20.28711,18.40651,22.29708,438.06139,482.81823,398.57241,3656.342,0,142.8259,150.702,11.7325,1.053807,0.040768,37.31639,0.687,0,0.313,0.014,0,0.986,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0.986,0.014,0,0,0,0
"664","Honda","1999","Car","Car SUV",37,0.002,25.14865,20.23457,18.43737,22.0877,439.19883,482.01006,402.35054,3655.309,0,142.6752,164.3265,10.8946,1.168679,0.044676,37.21019,0.689,0,0.311,0.011,0,0.989,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0.989,0.011,0,0,0,0
"665","Honda","2000","Car","Car SUV",36,0.002,25.50034,20.42623,18.56539,22.30759,435.07782,478.68647,398.38453,3633.008,0,139.4192,161.6949,10.4941,1.17557,0.044251,37.29471,0.734,0,0.266,0.008,0,0.992,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0.992,0.008,0,0,0,0
"666","Honda","2001","Car","Car SUV",37,0.003,26.06326,20.75024,18.90564,22.55954,428.2842,470.0714,393.93541,3605.069,0,135.34,158.3981,10.4357,1.184202,0.043718,37.51694,0.79,0,0.21,0.005,0,0.995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0.995,0.005,0,0,0,0
"667","Honda","2002","Car","Car SUV",32,0.002,28.8047,22.90281,20.2568,25.60122,388.03092,438.71684,347.13185,3542.904,0,148.2046,163.8614,10.1103,1.106912,0.046189,40.736,0.914,0,0.086,0.002,0,0.998,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.914,4,0,0.998,0.002,0,0,0,0
"668","Honda","2003","Car","Car SUV",29,0.002,29.7118,23.49695,20.70695,26.29157,378.21932,429.1795,338.0171,3500,0,144,160,10.1047,1.111111,0.045714,41.11966,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,1,0,0,0,0,0
"669","Honda","2004","Car","Car SUV",34,0.002,29.3654,23.24972,20.09447,26.45601,382.24111,442.26094,335.91608,3500,0,144,160,10.1233,1.111111,0.045714,40.68702,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,1,0,0,0,0,0
"670","Honda","2005","Car","Car SUV",31,0.002,29.6625,23.32521,20.25428,26.3377,381.00403,438.77146,337.42509,3500,0,144,160,9.7669,1.111111,0.045714,40.81912,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,0,1,0,0,0,0
"671","Honda","2006","Car","Car SUV",39,0.003,29.6625,23.32521,20.25428,26.3377,381.00403,438.77146,337.42509,3500,0,144,156,10.0152,1.083333,0.044571,40.81912,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,0,1,0,0,0,0
"672","Honda","2007","Car","Car SUV",86,0.006,29.868,23.59768,20.1431,27.10442,376.60476,441.19332,327.88006,3500,0,144,166,9.7032,1.152778,0.047429,41.29595,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,0,1,0,0,0,0
"673","Honda","2008","Car","Car SUV",90,0.007,29.7231,23.49878,20.03242,27.02678,378.18981,443.63086,328.82201,3500,44.1,144,166,9.7635,1.152778,0.047429,41.12287,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,0,1,0,0,0,0
"674","Honda","2009","Car","Car SUV",68,0.007,29.7231,23.49878,20.03242,27.02678,378.18981,443.63086,328.82201,3500,44.1,144,166,9.5439,1.152778,0.047429,41.12287,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,0,0,1,0,0,0,0
"675","Honda","2010","Car","Car SUV",79,0.007,30.96061,24.35078,20.95896,27.73702,364.95745,424.01917,320.40211,3533.887,44.16777,145.5934,184.0664,9.0598,1.265503,0.052009,43.02253,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.068,0,0,1,1,5,0,0,1,0,0,0,0
"676","Honda","2011","Car","Car SUV",95,0.008,30.92583,24.15089,20.90968,27.34902,367.97809,425.0185,324.94761,3538.029,44.17606,145.5437,184.5635,9.0487,1.269492,0.05208,42.71755,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.076,0,0,1,1,5,0,0,1,0,0,0,0
"677","Honda","2012","Car","Car SUV",113,0.009,32.26006,25.23909,21.41489,29.16856,352.11248,414.9916,304.67735,3635.524,45.50125,157.9647,201.7756,8.7449,1.278609,0.05526,45.97534,0.89,0.11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.032,0,0.174,1,1,5,0,0,1,0,0,0,0
"678","Honda","2013","Car","Car SUV",131,0.009,32.9869,25.75394,21.8782,29.72661,345.07338,406.20341,298.95774,3666.372,45.19896,162.0551,205.8546,8.6314,1.268561,0.055813,47.16037,0.947,0.053,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.232,1,1,5.2,0,0,0.768,0.232,0,0,0
"679","Honda","2014","Car","Car SUV",163,0.011,33.40502,26.02274,22.18728,29.92526,341.50899,400.54475,296.97324,3597.866,44.71625,156.8441,198.841,8.734,1.266542,0.054993,46.77815,0.972,0.028,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.155,1,1,5.2,0,0,0.845,0.155,0,0,0
